is_top500,funding_velocity,funding_total_usd,is_otherstate,age_last_milestone_year,has_roundB,avg_participants,age_first_milestone_year,milestones,has_roundA,has_roundD,funding_rounds,relationships,has_roundC,age_last_funding_year
1,0.022454305900699262,0.001172420157302058,0,0.37174664882740516,0,0.044446666666666676,0.4441561917703861,0.375,0,0,0.2222222222222222,0.1111111111111111,0,0.3920659287387897
1,0.020336728632290375,0.00017350910677196044,0,0.4664125413374397,0,0.06666666666666667,0.4210264883617983,0.375,0,0,0.0,0.07936507936507936,0,0.3307942150763513
1,0.02431765076066494,0.0021121093391583737,0,0.22106063665968242,0,0.06666666666666667,0.36468853269094165,0.0,1,0,0.1111111111111111,0.0,0,0.4054358891492284
1,0.02007125311812557,6.824574573740406e-05,0,0.2736254512407543,0,0.0,0.4055148913390366,0.25,0,0,0.0,0.047619047619047616,0,0.30193100105033527
1,0.022836779699896326,0.0006559661781803439,0,0.30725393179006893,0,0.2,0.416303777139504,0.25,1,0,0.1111111111111111,0.19047619047619047,0,0.3254843661630443
0,0.02102972714126086,0.00026122857430075746,0,0.29956075025875345,0,0.0,0.37343133924251315,0.375,0,0,0.0,0.07936507936507936,0,0.31751474509170236
1,0.022991415724881892,0.002366495794991885,0,0.22106063665968242,0,0.09999999999999999,0.36468853269094165,0.0,0,0,0.1111111111111111,0.1111111111111111,1,0.48512563626080635
1,0.023846358790625515,0.0025419347300494792,0,0.5490621765582007,1,0.06666666666666667,0.6123979534060142,0.25,0,0,0.1111111111111111,0.25396825396825395,0,0.4540454068029409
1,0.028692519304627656,0.008282033175853498,0,0.22106063665968242,0,0.15555333333333332,0.36468853269094165,0.0,0,1,0.2222222222222222,0.06349206349206349,1,0.5580835420538095
1,0.02657565028943002,0.002103337392405494,1,0.22106063665968242,0,0.33333333333333337,0.36468853269094165,0.0,1,0,0.0,0.031746031746031744,0,0.3585101397753898
1,0.021571092214833113,0.0006121059180991402,0,0.3446879812182869,0,0.03333333333333334,0.365746317057352,0.375,1,0,0.3333333333333333,0.12698412698412698,0,0.35877514745091704
0,0.028477046389909687,0.0008752648470023364,0,0.22451909726604902,0,0.06666666666666667,0.3675092910013692,0.125,1,0,0.0,0.031746031746031744,0,0.2923681021249091
1,0.03649521652527215,0.007717383314248502,0,0.3314600005048848,1,0.2,0.45473146174989965,0.125,1,0,0.2222222222222222,0.031746031746031744,1,0.41012846408661224
0,0.02012714349838675,8.578963924316345e-05,0,0.2500220887082523,0,0.0,0.36468853269094165,0.25,0,0,0.0,0.19047619047619047,0,0.30759634806495917
1,0.02107534206845098,0.0006998259119447423,0,0.22106063665968242,0,0.0,0.36468853269094165,0.0,1,0,0.1111111111111111,0.14285714285714285,0,0.4088001939080553
1,0.024624165836600837,0.002103337392405494,0,0.36543558932673614,1,0.06666666666666667,0.4571996252715237,0.375,0,0,0.1111111111111111,0.06349206349206349,1,0.39614122970025045
1,0.0214348995045405,0.0005770186574044266,0,0.3890389518592381,0,0.06666666666666667,0.4289946158518381,0.375,1,0,0.1111111111111111,0.06349206349206349,0,0.3597479195281571
1,0.022973219629399542,0.001639508427121526,0,0.3547162547648499,1,0.03333333333333334,0.4005785642957884,0.5,1,0,0.1111111111111111,0.1746031746031746,0,0.41686030540518704
1,0.025949222804484195,0.004719833669854451,0,0.5368723651326585,1,0.33333333333333337,0.3733618497585884,0.375,1,0,0.2222222222222222,0.38095238095238093,1,0.5023899167811263
1,0.025445816862151166,0.004787553098786683,0,0.48612513568777926,1,0.06666666666666667,0.570724852527873,0.5,1,1,0.6666666666666665,0.36507936507936506,1,0.5267415367213379
1,0.019783508732494747,0.00017350910677196044,0,0.5314259207835811,0,0.13333333333333336,0.570724852527873,0.25,1,0,0.0,0.06349206349206349,0,0.47830653631736286
0,0.021998481682393153,0.0013167925411785883,1,0.2887530608638578,0,0.0,0.39691363743990443,0.375,0,0,0.3333333333333333,0.07936507936507936,0,0.4355401147289327
0,0.021292047511937945,0.0001717547174213845,0,0.22106063665968242,0,0.06666666666666667,0.36468853269094165,0.0,1,0,0.0,0.031746031746031744,0,0.2923681021249091
0,0.020580130872659603,0.00031912342286976344,0,0.2657555600434201,0,0.06666666666666667,0.40114220122095595,0.125,1,0,0.2222222222222222,0.09523809523809523,0,0.35983840995394684
1,0.025638450154576678,0.004910360353326999,0,0.4481735793805064,1,0.13333333333333336,0.43329781648599397,0.25,0,0,0.3333333333333333,0.047619047619047616,1,0.5249705098165953
1,0.02051994341808674,0.00024368468079499802,0,0.32117297351879437,0,0.33333333333333337,0.40537333868659725,0.25,1,0,0.1111111111111111,0.1111111111111111,0,0.3409776197786216
1,0.02085829489854095,0.00024719345949614994,0,0.2725872819528943,0,1.0,0.3753358658389697,0.375,1,0,0.0,0.19047619047619047,0,0.3214090652015836
1,0.02016465443780678,0.00020859689378347924,0,0.36906760406937117,0,0.33333333333333337,0.4375263802670455,0.25,1,0,0.1111111111111111,0.12698412698412698,0,0.3675397915488406
1,0.022010572572749403,0.0017524595222903063,1,0.6279093984298084,1,0.23333333333333334,0.5578898874785098,0.25,1,0,0.1111111111111111,0.09523809523809523,0,0.4923842611295144
1,0.021786582119449012,0.0012436866106232836,0,0.5436157322091233,0,0.03333333333333334,0.3796364927885358,0.375,1,0,0.1111111111111111,0.047619047619047616,0,0.44129595216934636
1,0.019906091157209503,8.578963924316345e-05,1,0.2623854542700629,0,0.0,0.39049486807292794,0.25,1,0,0.0,0.047619047619047616,0,0.3346917669871536
1,0.019870371797457684,0.00017350910677196044,0,0.3847158761012799,0,0.26666666666666666,0.4848409977660418,0.25,0,0,0.0,0.20634920634920634,0,0.4244744283752121
0,0.020344040497889945,0.00036649193533531385,1,0.3652651907202181,0,0.06666666666666667,0.48230334476049286,0.125,0,0,0.1111111111111111,0.047619047619047616,0,0.40729740647976087
1,0.02679606139694994,0.00631387183378775,0,0.5131838032968975,1,0.0,0.602947383592246,0.125,0,0,0.1111111111111111,0.25396825396825395,0,0.5464846085481134
1,0.021455522728702877,0.0011840373727037016,0,0.3328452780652816,0,0.03333333333333334,0.445352955104646,0.25,0,0,0.1111111111111111,0.09523809523809523,0,0.46210551830007274
1,0.027390201597210347,0.0059805378571783216,0,0.45335811476030596,1,0.16666666666666669,0.5089564223725254,0.375,1,1,0.2222222222222222,0.3968253968253968,0,0.5108895532035227
1,0.019590862314258994,1.0350897168398046e-05,0,0.2501072880115114,0,0.0,0.3768877976466228,0.25,0,0,0.1111111111111111,0.06349206349206349,0,0.31583097681182837
1,0.020606853230030097,0.00023491273404211834,0,0.305783454926413,0,0.6,0.38393711973810185,0.375,0,0,0.0,0.031746031746031744,0,0.3318574775793811
1,0.03169531176614393,0.006841555132825696,0,0.4505938706990129,1,0.13333333333333336,0.5020460792488959,0.625,1,0,0.2222222222222222,0.3492063492063492,1,0.44554577038054455
1,0.019820245071637838,0.00015421064847669005,0,0.3846306767980209,0,0.16666666666666669,0.39888765352028577,0.25,0,0,0.1111111111111111,0.07936507936507936,0,0.4306730225418114
1,0.022949188266066324,0.002278776327463088,1,0.22106063665968242,0,0.2,0.36468853269094165,0.0,0,1,0.0,0.015873015873015872,0,0.47945705744526135
1,0.02484523462720971,0.003419129405337449,0,0.4684036806099008,1,0.15555333333333332,0.566424225578307,0.125,1,0,0.2222222222222222,0.15873015873015872,0,0.47202068352589477
1,0.019683933673289657,3.052637470002135e-05,0,0.2577152702395678,0,0.06666666666666667,0.39458445288612987,0.125,0,0,0.4444444444444445,0.047619047619047616,0,0.3246861113355417
1,0.049275394406287754,0.01268230517637841,0,0.22106063665968242,1,0.23333333333333334,0.36468853269094165,0.0,0,0,0.1111111111111111,0.047619047619047616,1,0.40074331421184456
1,0.042770658306691856,0.012261251732240184,1,0.22106063665968242,0,0.25,0.36468853269094165,0.0,1,1,0.3333333333333333,0.23809523809523808,1,0.43412458592550696
1,0.022061641951652226,0.0017700034157960656,0,0.42889329260596265,0,0.13333333333333336,0.5341991208293441,0.125,0,0,0.1111111111111111,0.047619047619047616,1,0.48999596024884867
1,0.020642280727562832,0.0008752648470023364,0,0.5987743922449701,0,0.26666666666666666,0.36687359090768706,0.25,0,0,0.0,0.09523809523809523,1,0.5176213945220974
1,0.024181352935114437,0.0021208812859112537,0,0.3314600005048848,1,0.0,0.45473146174989965,0.125,1,0,0.1111111111111111,0.15873015873015872,0,0.4103062131372707
0,0.03633531103731978,0.007892822249306096,0,0.22106063665968242,1,0.0,0.36468853269094165,0.0,0,0,0.0,0.3333333333333333,0,0.4149987880746546
1,0.021458406310896676,0.0011384232495887272,1,0.3945705955115745,0,0.0,0.5062051535460226,0.125,0,0,0.0,0.047619047619047616,0,0.4540454068029409
1,0.021809799409174546,0.0004542114028641108,0,0.2906558453033095,0,0.2,0.4021999855873663,0.25,1,0,0.0,0.07936507936507936,0,0.32574937383857155
1,0.019938721181486683,0.00020473723721221217,0,0.3000782571378083,0,0.26666666666666666,0.42913616850427744,0.125,0,0,0.4444444444444445,0.07936507936507936,0,0.4222606447442837
1,0.02393519490970686,0.0021735129664285317,0,0.44964090071441193,1,0.044446666666666676,0.4592457045204196,0.5,1,0,0.2222222222222222,0.09523809523809523,0,0.42261291104467963
1,0.02092917654825237,0.0006998259119447423,0,0.22106063665968242,1,0.33333333333333337,0.36468853269094165,0.0,0,0,0.0,0.0,0,0.4242094206996849
0,0.019688063170430467,1.5614065220125866e-05,1,0.23368275566102037,0,0.0,0.36645150663495885,0.25,0,0,0.0,0.06349206349206349,0,0.2941391290296518
0,0.01957108070310514,3.3333397660942853e-06,1,0.22106063665968242,0,0.06666666666666667,0.36468853269094165,0.125,0,0,0.0,0.015873015873015872,0,0.2928981174759635
1,0.03566848600396527,0.007454224911662111,0,0.48404879711205917,0,0.3,0.543999711747326,0.375,0,1,0.1111111111111111,0.25396825396825395,1,0.41243273814333037
1,0.020877024558969934,0.0005419308703929077,0,0.37892232347966576,0,0.26666666666666666,0.4934422516651739,0.125,1,0,0.0,0.09523809523809523,0,0.39215641916457944
1,0.0394791765206146,0.009647211599882034,0,0.46295723626082347,1,0.11666666666666665,0.4543093774771714,0.625,1,1,0.3333333333333333,0.4126984126984127,1,0.4196041043871698
0,0.05221473312838959,0.00026122857430075746,1,0.22106063665968242,0,0.13333333333333336,0.36468853269094165,0.0,0,0,0.0,0.06349206349206349,0,0.2627066332713905
0,0.019554030326992163,1.578950415518346e-06,1,0.22106063665968242,0,0.0,0.36468853269094165,0.125,0,0,0.0,0.031746031746031744,0,0.2923681021249091
1,0.021205774093459057,0.0003529831373358791,0,0.3393267361724686,0,0.02221999999999999,0.4434510021927792,0.25,1,0,0.2222222222222222,0.2222222222222222,0,0.3294659448977943
1,0.02390405562711864,0.0007875453794735394,0,0.35307537929467603,1,0.3,0.36468853269094165,0.625,0,0,0.1111111111111111,0.06349206349206349,0,0.3194635210471035
1,0.031547535597575796,0.005261238223442186,0,0.28417123166637215,1,0.2,0.41616222448706464,0.125,0,0,0.0,0.047619047619047616,0,0.40446311707198834
1,0.030571038978148418,0.004647201950740607,0,0.44186251987983743,1,0.06666666666666667,0.41792519843108183,0.5,1,0,0.2222222222222222,0.2857142857142857,0,0.3988850286822332
1,0.02291327858391324,0.0009980721015426521,0,0.32973077020170144,1,0.2,0.4203212987841914,0.375,1,0,0.1111111111111111,0.19047619047619047,0,0.35726912822170154
1,0.02004279974635079,0.00012964937300756195,0,0.27699555701411155,0,0.5333333333333333,0.39670002161895057,0.375,0,0,0.0,0.09523809523809523,0,0.342835905308233
1,0.01986796836977035,7.829523881537315e-05,0,0.26990508166510996,0,0.0,0.36468853269094165,0.25,0,0,0.6666666666666665,0.06349206349206349,0,0.3357550294901834
1,0.021129785092657172,0.0005739181251051538,0,0.33707999899023044,0,0.06666666666666667,0.36468853269094165,0.25,0,0,0.2222222222222222,0.06349206349206349,0,0.3779882039266381
1,0.02166595673563127,0.0006998259119447423,1,0.2959287355161184,0,0.0,0.3796364927885358,0.5,1,0,0.0,0.07936507936507936,0,0.36789528965015755
1,0.0268012218854229,0.0008752648470023364,0,0.22106063665968242,0,0.0,0.36468853269094165,0.0,0,0,0.1111111111111111,0.07936507936507936,0,0.2998044760442757
1,0.036599348368611354,0.014033184976321885,0,0.3473670259763209,0,0.2,0.4677054057671124,0.125,0,1,0.2222222222222222,0.07936507936507936,0,0.5312563626080633
1,0.032760738043938024,0.011998093329653793,0,0.22106063665968242,0,0.2,0.36468853269094165,0.0,1,1,0.3333333333333333,0.09523809523809523,1,0.5591468045568393
1,0.021267409691360647,0.0011735110366002462,0,0.4139360815893772,0,0.4666666666666667,0.4376679329194848,0.5,0,0,0.1111111111111111,0.14285714285714285,0,0.4818485901268482
1,0.024045852788629758,0.003155971002751058,0,0.41056597581601995,0,0.4,0.51925116073175,0.125,0,0,0.0,0.14285714285714285,0,0.4902609679243759
1,0.02686653515526001,0.002103337392405494,0,0.29886968924343016,0,0.06666666666666667,0.40763046007185727,0.25,0,0,0.0,0.015873015873015872,0,0.35461258786458755
1,0.023823280516423975,0.0023840396884976444,1,0.3701909726604903,1,0.13333333333333336,0.4826559395492963,0.25,0,0,0.1111111111111111,0.14285714285714285,1,0.4429797204492203
0,0.02008444482095866,0.00022789517663981458,0,0.36016269911392723,0,0.0,0.3108161668571193,0.5,0,0,0.2222222222222222,0.047619047619047616,0,0.39401470469419086
0,0.01967141433888719,3.403515340117323e-05,1,0.22106063665968242,0,0.0,0.36468853269094165,0.0,0,0,0.0,0.015873015873015872,0,0.33752605639492606
0,0.02012758767761991,0.0002042109204070394,1,0.24466084366243404,0,0.0,0.38393711973810185,0.125,0,0,0.1111111111111111,0.031746031746031744,0,0.3717023511351701
1,0.027806102591670767,0.003857726742981434,0,0.4947712872036958,0,0.2,0.3389516867928801,0.375,0,0,0.0,0.031746031746031744,1,0.4137610083218874
1,0.05259431800482305,0.041789378716344895,1,0.6212512306566026,0,0.06666666666666667,0.6473717532968899,0.375,0,0,0.6666666666666665,0.4603174603174603,0,0.6770849155692009
1,0.021477234214750642,0.0009366684742724942,0,0.3292984626259056,0,0.13333333333333336,0.4239193098407404,0.375,1,0,0.4444444444444445,0.12698412698412698,0,0.418188575583744
1,0.027585598314897,0.005261238223442186,0,0.37892232347966576,0,0.5333333333333333,0.4934422516651739,0.125,0,0,0.0,0.06349206349206349,1,0.47538498828472164
1,0.043719678658400665,0.003945446210510232,0,0.22106063665968242,0,0.2,0.36468853269094165,0.0,1,0,0.2222222222222222,0.31746031746031744,0,0.3138854326573483
1,0.0244293971881573,0.0010507037820599303,0,0.3038838260167117,0,0.33333333333333337,0.38175206152135643,0.375,1,0,0.1111111111111111,0.07936507936507936,0,0.3307942150763513
1,0.03132324363477188,0.004384043548154216,0,0.342094135763512,1,0.06666666666666667,0.4176420931262032,0.25,1,0,0.2222222222222222,0.07936507936507936,0,0.38268077886402196
1,0.022400499602661182,0.003506848872866246,0,0.22106063665968242,0,0.26666666666666666,0.36468853269094165,0.0,0,0,0.0,0.015873015873015872,1,0.6618566696291508
1,0.027287533814507787,0.00457702637671757,1,0.22106063665968242,0,0.06666666666666667,0.36468853269094165,0.0,0,0,0.0,0.015873015873015872,0,0.45457865395491637
0,0.020643022691738018,0.00024368468079499802,0,0.26203834599752607,0,0.13333333333333336,0.37279821283342085,0.25,0,0,0.1111111111111111,0.06349206349206349,0,0.3321224852549083
1,0.02153795582579566,0.0017524595222903063,0,0.22615997273622296,1,0.2,0.3688476069880684,0.125,0,0,0.1111111111111111,0.07936507936507936,0,0.5467496162236406
1,0.04270359471349071,0.012524410134826577,0,0.37624327872163177,0,0.11111333333333333,0.4074889074194179,0.375,1,0,0.3333333333333333,0.09523809523809523,0,0.43837440413670514
1,0.024963828296393622,0.0018226352717522788,0,0.40676040693711657,1,0.33333333333333337,0.43724584864675664,0.375,1,0,0.2222222222222222,0.3333333333333333,0,0.37063908863214023
0,0.020416505506577004,8.578963924316345e-05,0,0.2221840052508015,0,0.0,0.36560476440491263,0.125,0,0,0.0,0.031746031746031744,0,0.2922808435000404
0,0.047099136856565055,0.002927900387176186,0,0.22529535758463132,0,0.2,0.3389516867928801,0.25,1,0,0.0,0.1111111111111111,0,0.29511190110689184
1,0.024633328931399415,0.002013808623139448,0,0.3263606644283442,1,0.15555333333333332,0.4424627073102937,0.25,1,0,0.2222222222222222,0.14285714285714285,0,0.3901203845843096
1,0.02317732705020064,0.0029771985524884347,1,0.3790106783126751,1,0.0,0.49351431483368846,0.125,0,0,0.0,0.09523809523809523,0,0.5287775713016079
1,0.019604154484814635,2.1383374599494844e-05,1,0.25615959407265293,0,0.0,0.3912000576505348,0.25,0,0,0.2222222222222222,0.09523809523809523,0,0.3495677466268078
0,0.019554030326992163,1.578950415518346e-06,0,0.24829285840506904,0,0.0,0.3717404284670105,0.25,0,0,0.0,0.07936507936507936,0,0.2923681021249091
1,0.024823004478428643,0.0022963202209688475,0,0.40918069825562314,1,0.044446666666666676,0.4158096296982612,0.625,0,0,0.2222222222222222,0.2222222222222222,1,0.4030475882685627
0,0.022862372147923322,0.0026471980910840356,0,0.5326376442077096,0,0.0,0.570724852527873,0.375,1,0,0.1111111111111111,0.07936507936507936,0,0.5215157146319787
1,0.025946012210974295,0.004407133241836081,1,0.22106063665968242,1,0.0,0.36468853269094165,0.0,0,0,0.2222222222222222,0.015873015873015872,0,0.4864539064393633
1,0.03165180563255831,0.005261238223442186,0,0.3473670259763209,1,0.09999999999999999,0.42532968899595414,0.25,1,0,0.1111111111111111,0.06349206349206349,0,0.40322210551830007
1,0.11653260384829453,0.05254203122146377,0,0.40019059399692025,0,0.05,0.49160978823723195,0.25,1,0,0.4444444444444445,0.5873015873015872,1,0.43881716086289085
1,0.01953369560325248,1.7875473093018252e-06,0,0.22106063665968242,0,0.0,0.36468853269094165,0.125,0,0,0.1111111111111111,0.031746031746031744,0,0.33920659287387894
1,0.044808138152158186,0.009998089469997223,0,0.39586751823896194,1,0.16666666666666669,0.44873992402483087,0.25,1,0,0.1111111111111111,0.1111111111111111,0,0.3905631413104953
1,0.02007526813768164,0.00017350910677196044,0,0.3288661550501098,0,0.0,0.38393711973810185,0.5,1,0,0.0,0.07936507936507936,0,0.3639977377393553
1,0.02258969313026054,0.002278776327463088,1,0.4341661828187716,1,0.03333333333333334,0.5384997477789102,0.125,1,0,0.1111111111111111,0.047619047619047616,0,0.50513694756403
1,0.020930705992270746,0.0005243869768871484,0,0.3677706813419837,0,0.0,0.4419685598690509,0.25,0,0,0.0,0.09523809523809523,0,0.38303627696533893
1,0.0269833727706202,0.004103341252062066,0,0.3873097215560548,1,0.08333333333333333,0.4493730504339232,0.375,1,0,0.3333333333333333,0.23809523809523808,1,0.44156095984487354
1,0.04050508936825554,0.01298055136597632,0,0.22106063665968242,1,0.2888866666666667,0.36468853269094165,0.0,0,0,0.4444444444444445,0.20634920634920634,1,0.4642288115052113
1,0.026506745879470377,0.004945448140338517,1,0.22106063665968242,1,0.13333333333333336,0.36468853269094165,0.0,0,0,0.2222222222222222,0.1111111111111111,1,0.4937125313080714
1,0.027018762887261256,0.00455948248321181,0,0.42958435362128594,1,0.044446666666666676,0.44189907038512616,0.25,1,0,0.2222222222222222,0.09523809523809523,0,0.4607772481215157
1,0.028189523393203658,0.003331409937808652,0,0.315726529169717,1,0.06666666666666667,0.44189907038512616,0.125,1,0,0.2222222222222222,0.06349206349206349,0,0.38693059707522015
1,0.025326234509712955,0.005136497456398601,0,0.42889329260596265,1,0.11111333333333333,0.5341991208293441,0.125,1,0,0.3333333333333333,0.14285714285714285,1,0.5520626969378686
1,0.026520953929324884,0.007085803148041163,0,0.5515708227097165,1,0.044446666666666676,0.554647044895354,0.375,1,1,0.3333333333333333,0.2698412698412698,1,0.5941213541245859
1,0.022376037822710946,0.001287546344387682,0,0.3522959634463434,1,0.23333333333333334,0.3986045482154071,0.375,1,0,0.1111111111111111,0.12698412698412698,0,0.40897794295871376
0,0.02173911005740993,0.0025682510966249235,0,0.5235591851159973,0,0.0,0.6114096585235286,0.125,0,1,0.2222222222222222,0.4444444444444444,0,0.6420231073765856
1,0.03442890471661108,0.00631387183378775,0,0.530820059071517,1,0.16666666666666669,0.478424802083655,0.375,1,0,0.1111111111111111,0.1746031746031746,0,0.3998578007594732
1,0.02365106248961338,0.001934916014750204,0,0.4004493474364476,1,0.09999999999999999,0.4848409977660418,0.25,1,0,0.2222222222222222,0.1746031746031746,1,0.4147337803991274
0,0.02903117763286926,0.0006998259119447423,0,0.4562990684876177,0,0.0,0.35418275219535295,0.5,1,0,0.0,0.14285714285714285,0,0.2843984810535671
1,0.020675706658420223,0.00034894804182955444,1,0.2871973846969429,0,0.03333333333333334,0.4072778652830538,0.375,0,0,0.1111111111111111,0.09523809523809523,0,0.360103417629474
1,0.024072216262950204,0.004437552423346782,0,0.3473670259763209,1,0.06666666666666667,0.4677054057671124,0.125,1,0,0.3333333333333333,0.1111111111111111,1,0.5818146562171771
0,0.02014425296426307,0.0014015816521751182,1,1.0,0,0.06666666666666667,1.0,0.125,0,0,0.0,0.015873015873015872,0,1.0
1,0.02277614615098782,0.0016647400547615092,0,0.3623242369929064,1,0.06666666666666667,0.34543994564378144,0.25,1,0,0.2222222222222222,0.14285714285714285,1,0.42890199563706877
1,0.029711607675555165,0.007717383314248502,1,0.22106063665968242,1,0.08888666666666666,0.36468853269094165,0.0,0,0,0.2222222222222222,0.047619047619047616,1,0.5100040397511514
0,0.02071091936362559,0.00020859689378347924,0,0.3887801984197107,0,0.0,0.5014824423237283,0.125,1,0,0.0,0.06349206349206349,0,0.31830976811828393
1,0.01992218423419614,0.0004542114028641108,0,0.22106063665968242,0,0.0,0.36468853269094165,0.0,0,0,0.0,0.0,0,0.6327252161266865
0,0.019659626650543497,2.0000038596565714e-05,1,0.23982026102542095,0,0.0,0.37970855595705033,0.25,0,0,0.1111111111111111,0.14285714285714285,0,0.3112288923002343
1,0.07642269074186145,0.024910398949892713,0,0.3848894302375483,1,0.28,0.45064187693669766,0.375,1,1,0.4444444444444445,0.6031746031746031,1,0.40455037569685703
1,0.019806933990290876,0.00010333353274892285,0,0.4201619417867871,0,0.4,0.38824032037225775,0.375,0,0,0.0,0.07936507936507936,0,0.38037973660822494
1,0.05450882696550192,0.007366505444133314,0,0.22106063665968242,1,0.11111333333333333,0.36468853269094165,0.0,1,0,0.2222222222222222,0.1111111111111111,1,0.3295564353235841
1,0.023250013083624364,0.002103337392405494,0,0.4341661828187716,1,0.06666666666666667,0.4677054057671124,0.25,1,0,0.2222222222222222,0.20634920634920634,0,0.4462535347822574
1,0.028212357442050168,0.00631387183378775,1,0.41056597581601995,0,0.16666666666666669,0.51925116073175,0.125,0,1,0.1111111111111111,0.4126984126984127,0,0.49982386684980207
0,0.019810451318687538,0.00017000032807080857,0,0.22106063665968242,0,0.0,0.36468853269094165,0.0,0,0,0.0,0.031746031746031744,0,0.4542231558535994
1,0.04601764181401917,0.008208612332409763,0,0.4273376164390478,1,0.09999999999999999,0.4010032222531064,0.75,1,0,0.3333333333333333,0.6666666666666666,1,0.36231720126040234
1,0.02012795968077304,7.789488716557173e-05,1,0.22106063665968242,0,0.23333333333333334,0.36468853269094165,0.0,1,0,0.1111111111111111,0.07936507936507936,0,0.3032592712288923
0,0.021491075667382724,0.00034894804182955444,0,0.22106063665968242,0,0.0,0.36468853269094165,0.0,0,0,0.0,0.0,0,0.3187525248444696
1,0.020268971616672037,0.00015596521326620105,0,0.2597916088152879,0,0.03333333333333334,0.3641248957657741,0.375,0,0,0.2222222222222222,0.07936507936507936,0,0.3294659448977943
1,0.027938675708654038,0.009024403380427577,0,0.23420026254007523,0,0.3111133333333333,0.37540535532289443,0.125,0,1,0.4444444444444445,0.047619047619047616,0,0.6138644259513615
1,0.05205508335142016,0.015787574326897827,0,0.38359250751016083,1,0.18666666666666665,0.4872370981191513,0.375,1,1,0.4444444444444445,0.38095238095238093,1,0.4202246101640139
1,0.025496654382099755,0.0020156179248766973,0,0.32445787998889253,0,0.0,0.41616222448706464,0.375,0,0,0.1111111111111111,0.06349206349206349,0,0.37143734345964285
1,0.02807936617674503,0.008699841350571027,0,0.5052318683260546,1,0.11111333333333333,0.5964616984259346,0.125,0,0,0.3333333333333333,0.15873015873015872,1,0.5955368829280117
1,0.023203754946791572,0.00164719616125575,1,0.5170745714790599,1,0.0,0.5160083181485943,0.375,0,0,0.0,0.031746031746031744,0,0.4077401632059465
1,0.03403738052131168,0.0019805301378651784,0,0.2237396814177164,1,0.0,0.340573108084458,0.25,0,0,0.2222222222222222,0.07936507936507936,1,0.30511755675850366
0,0.02013536573048546,0.0010507037820599303,0,0.22106063665968242,1,0.13333333333333336,0.36468853269094165,0.0,0,0,0.0,0.0,0,0.8230039589561282
